object_id,mjd,passband,flux,flux_err,detected
615,60227.0527,5,-19.384567,6.713308,0
615,60228.0187,0,6.768485,4.174600,0
615,60229.0162,0,-35.149330,4.086384,1
615,60234.0265,0,-52.922794,3.681808,1
615,60237.2206,2,-676.669189,4.009161,1
615,60237.2283,1,-1098.651489,6.689435,1
615,60237.2359,3,-511.148254,3.546333,1
615,60237.2468,4,-347.090027,3.624199,1
615,60237.2578,5,-240.316895,8.035271,1
615,60240.0223,2,85.162651,2.829378,1
615,60240.0300,1,14.526012,3.783879,0
615,60240.0377,3,-24.350578,3.397041,1
615,60240.0488,4,-111.062698,3.698180,1
615,60240.0598,5,-180.234787,6.894514,1
615,60249.0338,2,611.984558,3.908728,1
615,60249.0415,1,660.626343,4.961018,1
615,60249.0492,3,386.311920,3.240422,1
615,60249.0602,4,325.401184,3.454910,1
615,60249.0712,5,280.721069,6.623785,1
615,60260.0423,0,108.020546,4.337497,1
615,60261.0361,0,125.182808,3.909554,1
615,60262.0367,0,107.649780,3.796611,1
615,60263.0373,0,61.068066,3.877589,1
615,60264.0465,0,-9.100937,3.518127,0
615,60490.2647,2,-408.570984,3.169784,1
615,60490.2725,1,-624.518799,4.704853,1
615,60490.2802,3,-405.614258,3.513195,1
615,60490.2913,4,-371.286377,3.985296,1
615,60490.3024,5,-395.406128,8.139952,1
615,60493.2372,2,-680.489441,4.065931,1
615,60493.2450,1,-1031.102905,6.378702,1
615,60493.2527,3,-530.644592,3.672556,1
615,60493.2639,4,-406.733521,3.772714,1
615,60493.2750,5,-358.876160,7.310321,1
615,60499.2467,0,106.447296,4.481476,1
615,60500.2437,0,67.234062,4.020935,1
615,60501.2385,0,24.868933,4.027500,1
615,60502.2355,0,-15.392517,4.142292,0
615,60508.2638,2,365.607056,3.696270,1
615,60508.2715,1,-32.986282,4.440859,0
615,60508.2792,3,319.249847,3.828632,1
615,60508.2903,4,360.507599,4.336362,1
615,60508.3014,5,370.305267,8.601955,1
615,60524.2390,0,89.070496,3.901179,1
615,60525.1736,0,118.935989,4.737393,1
615,60532.3489,2,510.690094,3.489832,1
615,60532.3565,1,566.281433,4.607503,1
615,60532.3641,3,271.663910,3.007311,1
615,60532.3751,4,204.409866,3.353202,1
615,60532.3860,5,128.521851,7.134325,1
615,60535.1253,2,-664.729675,4.282414,1
615,60535.1330,1,-1084.891113,6.952323,1
615,60535.1408,3,-488.010925,3.928481,1
615,60535.1519,4,-222.254257,4.034600,1
615,60535.1630,5,-85.524307,8.625449,1
615,60538.2351,2,113.021248,2.712380,1
615,60538.2428,1,51.060081,3.762334,1
615,60538.2505,3,-4.268328,2.895656,0
615,60538.2615,4,-96.020035,3.141703,1
615,60538.2725,5,-175.912643,6.308159,1
615,60546.3406,2,178.624359,2.905459,1
615,60546.3482,1,142.089966,4.065646,1
615,60546.3558,3,41.418739,3.163731,1
615,60546.3668,4,-52.460590,3.784039,1
615,60546.3777,5,-112.286079,8.527776,1
615,60549.0879,2,-629.010254,3.867215,1
615,60549.0956,1,-1076.652100,6.604701,1
615,60549.1034,3,-435.558533,3.417534,1
615,60549.1145,4,-111.499573,3.424588,1
615,60549.1256,5,30.267401,7.478198,0
615,60554.0964,0,82.168922,4.318140,1
615,60555.0951,0,49.886921,3.917516,1
615,60556.0879,0,9.075453,4.103900,0
615,60557.0831,0,-30.764908,3.555157,1
615,60558.1093,0,-101.419899,3.653430,1
615,60559.1097,0,-110.688477,3.426444,1
615,60560.1065,0,-114.774445,4.013463,1
615,60567.2821,2,-447.681580,3.368270,1
615,60567.2897,1,-972.201111,6.347886,1
615,60567.2973,3,-176.163651,2.960412,1
615,60567.3083,4,140.860611,3.302721,1
615,60567.3192,5,228.033112,6.797573,1
615,60574.1118,2,-143.843872,2.547544,1
615,60574.1195,1,-812.792908,5.570116,1
615,60574.1272,3,86.606873,2.966459,1
615,60574.1383,4,257.570221,3.575394,1
615,60574.1493,5,302.167328,7.100554,1
615,60577.0186,2,-425.988464,3.239578,1
615,60577.0263,1,-963.216980,6.134610,1
615,60577.0340,3,-148.178238,3.247297,1
615,60577.0451,4,161.872543,4.228243,1
615,60577.0563,5,238.576889,9.461221,1
615,60580.0095,2,586.178345,3.996895,1
615,60580.0173,1,655.284058,5.148244,1
615,60580.0250,3,445.737061,3.952905,1
615,60580.0361,4,361.595764,4.508256,1
615,60580.0472,5,328.836731,9.460338,1
615,60582.0840,0,-51.614189,3.517908,1
615,60583.0169,0,20.364273,4.460314,0
615,60584.0117,0,-24.682575,3.866380,1
615,60585.0117,0,-63.546600,3.497667,1
615,60586.0123,0,-101.819290,3.383004,1
615,60587.0127,0,-110.978699,3.555624,1
615,60588.0131,0,-113.588432,3.241369,1
615,60593.0636,2,226.696259,2.514855,1
615,60593.0713,1,205.029755,3.258004,1
615,60593.0790,3,73.384720,2.584785,1
615,60593.0901,4,-19.212976,2.899512,0
615,60593.1012,5,-83.394951,6.073453,1
615,60596.0304,2,-224.917938,3.388916,1
615,60596.0381,1,-388.231476,4.931039,1
615,60596.0458,3,-274.108429,3.720238,1
615,60596.0569,4,-292.558990,4.188871,1
615,60596.0680,5,-354.074280,8.392479,1
615,60603.0208,2,404.391388,3.043772,1
615,60603.0286,1,70.494507,3.060846,1
615,60603.0363,3,338.994537,3.051842,1
615,60603.0473,4,362.888550,3.381572,1
615,60603.0584,5,378.188141,6.295821,1
615,60606.0225,2,422.610779,3.198191,1
615,60606.0303,1,457.502197,4.173640,1
615,60606.0379,3,205.937546,2.957614,1
615,60606.0490,4,123.048210,3.402847,1
615,60606.0601,5,33.726837,7.368811,0
615,60609.0247,2,-355.611389,2.720825,1
615,60609.0323,1,-537.169312,4.090708,1
615,60609.0400,3,-372.485565,2.985755,1
615,60609.0510,4,-350.518677,3.225662,1
615,60609.0621,5,-371.873230,6.150734,1
615,60612.0266,0,-110.649872,2.844200,1
615,60613.0269,0,-89.973892,2.937887,1
615,60614.0276,0,-10.015225,3.212408,0
615,60615.0375,0,99.438087,3.662484,1
615,60616.0290,0,120.849113,3.776495,1
615,60617.0295,0,121.411896,3.569777,1
615,60621.1734,2,56.559818,2.259825,1
615,60621.1810,1,-607.040771,4.452463,1
615,60621.1886,3,208.770279,2.959783,1
615,60621.1996,4,297.624725,3.718585,1
615,60621.2105,5,332.919006,8.157172,1
615,60624.1760,2,552.150269,3.917989,1
615,60624.1836,1,607.047668,5.140991,1
615,60624.1913,3,296.946533,3.475000,1
615,60624.2022,4,235.489929,3.926538,1
615,60624.2132,5,157.080200,8.453112,1
713,59825.2600,2,9.110147,1.013889,0
713,59825.2676,1,7.615042,1.160329,1
713,59825.2752,3,6.673631,1.932316,1
713,59825.2862,4,5.214194,3.018003,0
713,59825.2971,5,12.060948,7.163382,0
713,59839.2161,2,4.953065,1.196956,0
713,59839.2236,1,3.131028,1.351706,0
713,59839.2313,3,6.108739,1.789895,0
713,59839.2422,4,8.283792,2.527953,0
713,59839.2532,5,9.686500,5.882469,0
713,59842.1987,2,6.472355,1.110572,0
713,59842.2064,1,5.914848,1.134476,1
713,59842.2140,3,5.311658,1.683777,0
713,59842.2250,4,4.680908,2.349234,0
713,59842.2359,5,6.921503,5.573885,0
713,59851.2006,0,7.267655,2.866838,0
713,59854.2089,2,3.945918,0.922779,0
713,59854.2165,1,2.956484,0.953529,0
713,59854.2242,3,4.768611,1.422675,0
713,59854.2351,4,4.065430,1.943197,0
713,59854.2461,5,1.290383,3.980583,0
713,59857.1879,2,3.937931,2.088610,0
713,59857.1956,1,-2.223347,2.861396,0
713,59857.2032,3,-0.476698,2.280299,0
713,59857.2141,4,8.054095,2.712542,0
713,59857.2251,5,-9.332252,5.174713,0
713,59867.1600,2,1.380378,1.105223,0
713,59867.1676,1,1.569406,1.369900,0
713,59867.1753,3,1.433712,1.730335,0
713,59867.1862,4,5.299760,2.530279,0
713,59867.1971,5,2.355590,5.574841,0
713,59870.1521,2,3.404463,0.889940,0
713,59870.1597,1,2.961649,0.946383,0
713,59870.1673,3,2.594970,1.322884,0
713,59870.1782,4,2.805032,1.753258,0
713,59870.1892,5,3.101222,4.041600,0
713,59873.1442,2,3.869869,0.763644,0
713,59873.1519,1,4.354049,0.790372,1
713,59873.1595,3,2.949366,1.101570,0
713,59873.1704,4,3.117238,1.623630,0
713,59873.1814,5,4.010789,3.832515,0
713,59874.1612,0,4.171277,2.180456,0
713,59875.1175,0,2.671449,2.536783,0
713,59876.1160,0,-0.354117,2.566333,0
713,59877.1178,0,2.332870,2.217193,0
713,59878.1127,0,3.797837,2.270967,0
713,59879.1104,0,4.900619,2.339577,0
713,59880.1181,0,1.331082,1.865762,0
713,59884.1292,2,3.091794,0.995209,0
713,59884.1368,1,1.712878,1.129837,0
713,59884.1444,3,2.552051,1.229161,0
713,59884.1554,4,2.099711,1.737169,0
713,59884.1663,5,5.788035,3.869600,0
713,59887.0951,2,5.011691,1.668699,0
713,59887.1027,1,3.719429,2.314904,0
713,59887.1103,3,10.036420,1.852814,0
713,59887.1213,4,5.964674,2.277389,0
713,59887.1322,5,8.822542,4.767565,0
713,59896.0839,2,5.064992,0.999215,0
713,59896.0915,1,5.780192,1.083338,0
713,59896.0992,3,3.587355,1.642954,1
713,59896.1101,4,6.185760,2.277758,0
713,59896.1211,5,-4.762829,5.042903,0
713,59899.0854,2,4.823127,1.244829,0
713,59899.0930,1,6.899071,1.246326,0
713,59899.1007,3,3.249064,2.133093,0
713,59899.1116,4,7.382133,3.388385,0
713,59899.1226,5,-4.677240,9.115748,0
713,59902.0445,2,9.166100,1.426165,0
713,59902.0522,1,8.076466,1.395627,0
713,59902.0598,3,11.330316,2.051576,1
713,59902.0707,4,9.245844,2.876306,0
713,59902.0817,5,0.942024,7.248375,0
713,59904.0584,0,3.223553,2.679078,0
713,59905.0468,0,14.509829,3.098125,0
713,59906.0474,0,5.995616,2.589032,0
713,59907.0480,0,5.440472,2.469325,0
713,59908.0487,0,5.961231,3.348282,0
713,59909.0494,0,10.137896,2.151001,0
713,59910.0590,0,8.248549,2.160179,0
713,59913.2446,2,5.475236,0.822163,1
713,59913.2522,1,6.833441,0.969664,0
713,59913.2599,3,6.275328,1.430679,0
713,59913.2708,4,4.298039,2.311868,0
713,59913.2818,5,3.143612,5.875287,0
713,59916.0544,2,10.529041,1.787002,0
713,59916.0621,1,9.129021,2.415574,0
713,59916.0697,3,5.509865,2.141148,0
713,59916.0806,4,9.827934,2.274502,0
713,59916.0915,5,2.627945,4.551546,0
713,59924.0589,2,5.190053,0.786980,1
713,59924.0665,1,6.531730,0.851491,1
713,59924.0742,3,9.141804,1.210878,1
713,59924.0851,4,9.810373,1.739901,0
713,59924.0961,5,2.349317,4.040898,0
713,59927.0604,2,5.366942,0.863455,0
713,59927.0680,1,4.619713,0.947374,0
713,59927.0756,3,6.296741,1.472587,0
713,59927.0866,4,2.465199,2.073566,0
713,59927.0975,5,-0.702472,6.396966,0
713,59930.0619,2,2.780317,0.759708,1
713,59930.0695,1,4.959312,0.809846,0
713,59930.0771,3,4.033259,1.196190,0
713,59930.0881,4,4.485665,1.901773,0
713,59930.1063,5,6.218721,4.791905,0
713,59933.0632,2,1.830853,0.639458,0
713,59933.0709,1,1.716145,0.707228,0
713,59933.0785,3,4.893567,0.968482,0
713,59933.0944,4,3.197614,1.429430,0
713,59933.1150,5,3.335699,3.523145,0
713,59935.0739,0,0.554208,1.573855,0
713,59936.0735,0,2.584441,1.804314,0
713,59937.0743,0,6.470248,1.848658,0
713,59938.0754,0,0.724684,2.076312,0
713,59939.0808,0,2.375108,2.243821,0
713,59942.0746,2,-0.148046,0.800387,0
713,59942.0889,1,0.648101,0.878962,0
713,59942.0965,3,0.328905,1.080046,0
713,59942.1074,4,-4.550706,1.669870,0
713,59942.1184,5,2.364145,4.108390,0
713,59945.0770,2,-3.002108,1.474453,0
713,59945.0846,1,-1.725136,2.059556,0
713,59945.0922,3,-1.422123,1.846779,0
713,59945.1032,4,-6.208874,2.036851,0
713,59945.1141,5,-2.945050,4.744831,0
713,60192.2930,2,7.250862,1.972519,0
713,60192.3006,1,7.834616,2.653803,0
713,60192.3082,3,6.543319,2.216304,0
713,60192.3192,4,7.960829,2.695718,0
713,60192.3301,5,3.404367,5.894906,0
713,60195.2343,2,4.326025,1.101823,0
713,60195.2419,1,3.302556,1.100982,1
713,60195.2496,3,5.533146,1.655807,0
713,60195.2605,4,5.854890,2.367182,0
713,60195.2715,5,3.825871,5.774144,0
713,60198.2332,0,2.208139,3.192551,0
713,60199.2358,0,8.620851,2.547614,0
713,60200.2314,0,3.770694,2.643626,0
713,60201.2281,0,6.634655,2.975509,0
713,60202.2255,0,9.813441,2.750465,0
713,60209.2281,2,3.984369,1.161990,0
713,60209.2357,1,1.381281,1.139709,0
713,60209.2433,3,1.715379,1.724909,0
713,60209.2543,4,0.545876,2.622813,0
713,60209.2652,5,6.504875,6.293293,0
713,60212.2147,2,2.873843,1.790648,0
713,60212.2223,1,1.546698,2.668681,0
713,60212.2300,3,5.084908,2.077699,0
713,60212.2409,4,3.087726,2.654123,0
713,60212.2519,5,-2.272981,5.844298,0
713,60223.1948,2,0.405613,1.246678,0
713,60223.2024,1,1.120193,1.277229,0
713,60223.2100,3,1.011539,1.974625,0
713,60223.2210,4,3.507817,2.882992,0
713,60223.2319,5,14.770886,6.656366,0
713,60226.2721,2,1.071414,0.746168,0
713,60226.2797,1,1.648819,0.776689,0
713,60226.2931,3,1.727918,1.133994,0
713,60226.3129,4,-0.916487,1.736045,0
713,60226.3238,5,3.996732,4.304620,0
713,60236.1862,0,4.067199,2.328237,0
713,60238.2696,2,-0.087907,0.758784,0
713,60238.2803,1,-0.829578,0.881391,0
713,60238.2879,3,-0.576265,1.265385,0
713,60238.2988,4,0.329135,1.983817,0
713,60238.3098,5,-4.923808,4.832184,0
713,60241.1342,2,2.333379,1.636026,0
713,60241.1418,1,-0.293893,2.097461,0
713,60241.1495,3,3.571144,1.816384,0
713,60241.1604,4,1.146531,2.471305,0
713,60241.1713,5,-7.436915,5.122927,0
713,60260.0773,0,1.232121,3.040076,0
713,60261.0632,0,2.412768,2.796987,0
713,60262.0637,0,-1.678317,2.631186,0
713,60263.0643,0,-0.390618,2.617705,0
713,60264.0716,0,1.131548,2.522264,0
713,60265.0867,0,-2.189290,2.832789,0
713,60267.0443,2,-2.785007,1.335972,0
713,60267.0519,1,-1.797494,1.524965,0
713,60267.0595,3,-4.881196,1.920069,0
713,60267.0705,4,3.231234,2.734247,0
713,60267.0814,5,-12.699218,5.767424,0
713,60270.1082,2,0.393975,2.344530,0
713,60270.1158,1,2.370688,3.545214,0
713,60270.1234,3,2.489378,2.970400,0
713,60270.1344,4,-7.822262,3.554679,0
713,60270.1453,5,-10.877887,6.829591,0
713,60278.0525,2,-0.607012,0.969379,0
713,60278.0601,1,-0.027766,1.022582,0
713,60278.0677,3,2.024312,1.532588,0
713,60278.0786,4,-2.256550,2.154194,0
713,60278.0896,5,-1.112494,5.843420,0
713,60281.0552,2,-1.695972,1.034572,0
713,60281.0629,1,-1.833499,1.044974,0
713,60281.0705,3,-0.919016,1.470630,0
713,60281.0814,4,-1.391540,2.003621,0
713,60281.0924,5,-3.945375,4.607381,0
713,60284.0557,2,-2.572076,0.783297,0
713,60284.0633,1,-2.387862,0.801296,0
713,60284.0709,3,-5.832908,1.240340,0
713,60284.0819,4,-1.649157,1.857165,0
713,60284.0928,5,8.627832,4.482957,0
713,60287.0577,2,-0.764727,0.906658,0
713,60287.0653,1,-1.477176,0.966182,0
713,60287.0729,3,-0.536819,1.463827,0
713,60287.0839,4,-0.667864,2.361719,0
713,60287.0948,5,-5.286497,6.810267,0
713,60290.0641,0,-1.816348,2.038470,0
713,60291.0599,0,-5.132619,1.989085,0
713,60292.0607,0,-5.080487,1.908693,0
713,60293.0607,0,-5.075594,1.939040,0
713,60294.0616,0,-0.566193,1.833754,0
713,60295.0621,0,-3.857503,2.114682,0
713,60297.1169,2,-4.830737,0.921245,0
713,60297.1245,1,-4.334117,1.068175,0
713,60297.1321,3,-4.767125,1.234546,0
713,60297.1431,4,-4.473659,1.723665,0
713,60297.1540,5,-10.414721,4.258311,0
713,60300.0641,2,-5.492156,1.607434,0
713,60300.0717,1,-3.599649,2.103016,0
713,60300.0793,3,-3.476922,1.725975,0
713,60300.1031,4,-2.745461,2.269754,0
713,60300.1160,5,7.738044,4.946638,0
713,60554.2916,0,-9.100129,2.393532,0
713,60555.2620,0,-8.218450,2.308315,1
713,60556.2548,0,-5.576579,2.770439,0
713,60557.2501,0,-9.173389,2.218352,0
713,60558.2534,0,-13.083604,2.663738,0
713,60559.2490,0,-9.237353,2.428750,0
713,60560.2424,0,-10.050170,3.275514,0
713,60567.2231,2,-8.265152,1.515329,0
713,60567.2308,1,-8.954789,2.105672,1
713,60567.2384,3,-8.418892,1.630414,0
713,60567.2493,4,-12.286801,1.978125,1
713,60567.2603,5,-11.054881,4.445991,0
713,60578.2746,2,-4.951467,1.229683,0
713,60578.2822,1,-7.403615,1.305094,0
713,60578.2898,3,-5.050255,1.839125,1
713,60578.3008,4,-7.385537,2.667687,0
713,60578.3117,5,-6.356452,6.387929,0
713,60581.1779,2,-5.760825,1.288651,1
713,60581.1855,1,-7.428378,1.275975,0
713,60581.1931,3,-6.902376,1.927237,0
713,60581.2041,4,-9.594004,2.818656,0
713,60581.2150,5,-14.211164,6.624023,0
713,60582.2087,0,-11.829331,2.358846,0
713,60583.1842,0,-9.363182,3.042286,0
713,60584.1807,0,-9.220502,2.544668,0
713,60585.1757,0,-3.587870,2.280919,0
713,60586.1765,0,-9.129416,2.146863,0
713,60587.1702,0,-5.876253,2.481174,0
713,60588.1666,0,-9.116284,2.157747,0
713,60593.1682,2,-9.569608,0.985850,1
713,60593.1758,1,-8.809836,1.078624,1
713,60593.1834,3,-9.553467,1.347112,1
713,60593.1944,4,-9.193518,1.914358,1
713,60593.2053,5,-8.280509,4.493694,0
713,60596.1820,2,-8.760753,2.037911,0
713,60596.1896,1,-4.396494,2.863201,0
713,60596.1972,3,-11.907238,2.252078,1
713,60596.2081,4,-4.786119,2.784098,0
713,60596.2191,5,-5.489277,6.255779,0
713,60605.1380,2,-9.696579,0.873996,1
713,60605.1456,1,-11.159884,0.883977,1
713,60605.1532,3,-12.394593,1.305202,1
713,60605.1642,4,-9.511388,1.906236,0
713,60605.1751,5,-6.906372,4.587698,0
